#Supplementary Data 1. Drug-disease annotations and proximity values of drugs to diseases, pathways and side effects.							
Disease	Drug	Drugbank ID	Palliative	In FDA label	Relative Efficacy (RE)	Indication (from DailyMed)	Note
lymphoma non hodgkin	Prednisone	DB00635	0	0	0,954545	PredniSONE Tablets are indicated in the following conditions: Endocrine Disorders Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance)Congenital adrenal hyperplasiaNonsuppurative thyroiditisHypercalcemia associated with cancer Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance)Congenital adrenal hyperplasiaNonsuppurative thyroiditisHypercalcemia associated with cancer Rheumatic Disorders As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:Psoriatic arthritisRheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy)Ankylosing spondylitisAcute and subacute bursitisAcute nonspecific tenosynovitisAcute gouty arthritisPost-traumatic osteoarthritisSynovitis of osteoarthritisEpicondylitis As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:Psoriatic arthritisRheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy)Ankylosing spondylitisAcute and subacute bursitisAcute nonspecific tenosynovitisAcute gouty arthritisPost-traumatic osteoarthritisSynovitis of osteoarthritisEpicondylitis Collagen Diseases During an exacerbation or as maintenance therapy in selected cases of:Systemic lupus erythematosusSystemic dermatomyositis (polymyositis)Acute rheumatic carditis During an exacerbation or as maintenance therapy in selected cases of:Systemic lupus erythematosusSystemic dermatomyositis (polymyositis)Acute rheumatic carditis Dermatologic Diseases PemphigusBullous dermatitis herpetiformisSevere erythema multiforme (Stevens-Johnson syndrome)Exfoliative dermatitisMycosis fungoidesSevere psoriasisSevere seborrheic dermatitis PemphigusBullous dermatitis herpetiformisSevere erythema multiforme (Stevens-Johnson syndrome)Exfoliative dermatitisMycosis fungoidesSevere psoriasisSevere seborrheic dermatitis Allergic States Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:Seasonal or perennial allergic rhinitisBronchial asthmaContact dermatitisAtopic dermatitisSerum sicknessDrug hypersensitivity reactions Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:Seasonal or perennial allergic rhinitisBronchial asthmaContact dermatitisAtopic dermatitisSerum sicknessDrug hypersensitivity reactions Ophthalmic Diseases Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:Allergic corneal marginal ulcersHerpes zoster ophthalmicusAnterior segment inflammationDiffuse posterior uveitis and choroiditisSympathetic ophthalmiaAllergic conjunctivitisKeratitisChorioretinitisOptic neuritisIritis and iridocyclitis Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:Allergic corneal marginal ulcersHerpes zoster ophthalmicusAnterior segment inflammationDiffuse posterior uveitis and choroiditisSympathetic ophthalmiaAllergic conjunctivitisKeratitisChorioretinitisOptic neuritisIritis and iridocyclitis Respiratory Diseases Symptomatic sarcoidosisLoeffler's syndrome not manageable by other meansBerylliosisAspiration pneumonitisFulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Symptomatic sarcoidosisLoeffler's syndrome not manageable by other meansBerylliosisAspiration pneumonitisFulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Hematologic Disorders Idiopathic thrombocytopenic purpura in adultsSecondary thrombocytopenia in adultsAcquired (autoimmune) hemolytic anemiaErythroblastopenia (RBC anemia)Congenital (erythroid) hypoplastic anemia Idiopathic thrombocytopenic purpura in adultsSecondary thrombocytopenia in adultsAcquired (autoimmune) hemolytic anemiaErythroblastopenia (RBC anemia)Congenital (erythroid) hypoplastic anemia Neoplastic Diseases For palliative management of:Leukemias and lymphomas in adultsAcute leukemia of childhood For palliative management of:Leukemias and lymphomas in adultsAcute leukemia of childhood Edematous States To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus Gastrointestinal Diseases To tide the patient over a critical period of the disease in:Ulcerative colitisRegional enteritis To tide the patient over a critical period of the disease in:Ulcerative colitisRegional enteritis Miscellaneous Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapyTrichinosis with neurologic or myocardial involvement Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapyTrichinosis with neurologic or myocardial involvement	
lymphoma non hodgkin	Vincristine	DB00541	0	1	0,926829	Vincristine sulfate injection is indicated in acute leukemia. Vincristine sulfate injection has also been shown to be useful in combination with other oncolytic agents in Hodgkins disease, nonHodgkins malignant lymphomas, rhabdomyosarcoma, neuroblastoma, and Wilms tumor.	
macular degeneration	Pegaptanib	DB04895	0	1	0,823529	Macugen is indicated for the treatment of neovascular (wet) age-related macular degeneration (1).	
malabsorption syndromes	Vitamin A	DB00162	0	0	NA	AVITA Gel is indicated for topical application in the treatment of acne vulgaris. The safety and efficacy of this product in the treatment of other disorders have not been established.	
metabolism inborn errors	Biotin	DB00121	0	0	NA		No corresponding FDA label
motor neuron disease	Riluzole	DB00740	0	1	NA	Riluzole is indicated for the treatment of patients with amyotrophic lateral sclerosis (ALS). Riluzole extends survival and/or time to tracheostomy.	
multiple sclerosis	Azathioprine	DB00993	0	0	0,769231	Azathioprine Tablets USP are indicated as an adjunct for the prevention of rejection in renal homotransplantation. It is also indicated for the management of active rheumatoid arthritis to reduce signs and symptoms. Azathioprine Tablets USP are indicated as an adjunct for the prevention of rejection in renal homotransplantation. Experience with over 16,000 transplants shows a 5-year patient survival of 35% to 55%, but this is dependent on donor, match for HLA antigens, anti-donor or anti-B-cell alloantigen antibody, and other variables. The effect of azathioprine on these variables has not been tested in controlled trials. Azathioprine Tablets USP are indicated for the treatment of active rheumatoid arthritis (RA) to reduce signs and symptoms. Aspirin, non-steroidal anti-inflammatory drugs and/or low dose glucocorticoids may be continued during treatment with azathioprine. The combined use of azathioprine with disease modifying anti-rheumatic drugs (DMARDs) has not been studied for either added benefit or unexpected adverse effects. The use of Azathioprine Tablets USP with these agents cannot be recommended.	
multiple sclerosis	Baclofen	DB00181	1	1	0,789799	Baclofen is useful for the alleviation of signs and symptoms of spasticity resulting from multiple sclerosis, particularly for the relief of flexor spasms and concomitant pain, clonus, and muscular rigidity. Patients should have reversible spasticity so that baclofen treatment will aid in restoring residual function. Baclofen may also be of some value in patients with spinal cord injuries and other spinal cord diseases. Baclofen is not indicated in the treatment of skeletal muscle spasm resulting from rheumatic disorders. The efficacy of baclofen in stroke, cerebral palsy, and Parkinson's disease has not been established and, therefore, it is not recommended for these conditions.	Baclofen is useful for the alleviation of signs and symptoms of spasticity resulting from multiple sclerosis
multiple sclerosis	Cladribine	DB00242	0	0	NA	Cladribine Injection is indicated for the treatment of active Hairy Cell Leukemia as defined by clinically significant anemia, neutropenia, thrombocytopenia or disease-related symptoms.	
multiple sclerosis	Dantrolene	DB01219	0	0	0,923077	RYANODEX is a skeletal muscle relaxant drug indicated for: Treatment of malignant hyperthermia in conjunction with appropriate supportive measures. (1) Prevention of malignant hyperthermia in patients at high risk. (1)	
multiple sclerosis	Fingolimod	DB08868	0	1	0,886197	GILENYA is a sphingosine 1-phosphate receptor modulator indicated for the treatment of patients with relapsing forms of multiple sclerosis (MS) to reduce the frequency of clinical exacerbations and to delay the accumulation of physical disability. (1)	
multiple sclerosis	Mitoxantrone	DB01204	0	1	0,893617	MitoXANTRONE Injection is indicated for reducing neurologic disability and/or the frequency of clinical relapses in patients with secondary (chronic) progressive, progressive relapsing, or worsening relapsing-remitting multiple sclerosis (i.e., patients whose neurologic status is significantly abnormal between relapses). MitoXANTRONE Injection is not indicated in the treatment of patients with primary progressive multiple sclerosis. The clinical patterns of multiple sclerosis in the studies were characterized as follows: secondary progressive and progressive relapsing disease were characterized by gradual increasing disability with or without superimposed clinical relapses, and worsening relapsing-remitting disease was characterized by clinical relapses resulting in a step-wise worsening of disability. MitoXANTRONE Injection in combination with corticosteroids is indicated as initial chemotherapy for the treatment of patients with pain related to advanced hormone-refractory prostate cancer. MitoXANTRONE Injection in combination with other approved drug(s) is indicated in the initial therapy of acute nonlymphocytic leukemia (ANLL) in adults. This category includes myelogenous, promyelocytic, monocytic, and erythroid acute leukemias.	
multiple sclerosis	Prednisolone	DB00860	0	0	0,826087	Steroid responsive inflammatory conditions of the palpebral and bulbar conjunctiva, cornea, and anterior segment of the globe such as allergic conjunctivitis, acne rosacea, superficial punctate keratitis, herpes zoster keratitis, iritis, cyclitis, selected infective conjunctivitides, when the inherent hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation; corneal injury from chemical, radiation, or thermal burns, or penetration of foreign bodies.	
multiple sclerosis	Prednisone	DB00635	0	0	0,771186	PredniSONE Tablets are indicated in the following conditions: Endocrine Disorders Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance)Congenital adrenal hyperplasiaNonsuppurative thyroiditisHypercalcemia associated with cancer Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance)Congenital adrenal hyperplasiaNonsuppurative thyroiditisHypercalcemia associated with cancer Rheumatic Disorders As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:Psoriatic arthritisRheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy)Ankylosing spondylitisAcute and subacute bursitisAcute nonspecific tenosynovitisAcute gouty arthritisPost-traumatic osteoarthritisSynovitis of osteoarthritisEpicondylitis As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:Psoriatic arthritisRheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy)Ankylosing spondylitisAcute and subacute bursitisAcute nonspecific tenosynovitisAcute gouty arthritisPost-traumatic osteoarthritisSynovitis of osteoarthritisEpicondylitis Collagen Diseases During an exacerbation or as maintenance therapy in selected cases of:Systemic lupus erythematosusSystemic dermatomyositis (polymyositis)Acute rheumatic carditis During an exacerbation or as maintenance therapy in selected cases of:Systemic lupus erythematosusSystemic dermatomyositis (polymyositis)Acute rheumatic carditis Dermatologic Diseases PemphigusBullous dermatitis herpetiformisSevere erythema multiforme (Stevens-Johnson syndrome)Exfoliative dermatitisMycosis fungoidesSevere psoriasisSevere seborrheic dermatitis PemphigusBullous dermatitis herpetiformisSevere erythema multiforme (Stevens-Johnson syndrome)Exfoliative dermatitisMycosis fungoidesSevere psoriasisSevere seborrheic dermatitis Allergic States Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:Seasonal or perennial allergic rhinitisBronchial asthmaContact dermatitisAtopic dermatitisSerum sicknessDrug hypersensitivity reactions Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:Seasonal or perennial allergic rhinitisBronchial asthmaContact dermatitisAtopic dermatitisSerum sicknessDrug hypersensitivity reactions Ophthalmic Diseases Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:Allergic corneal marginal ulcersHerpes zoster ophthalmicusAnterior segment inflammationDiffuse posterior uveitis and choroiditisSympathetic ophthalmiaAllergic conjunctivitisKeratitisChorioretinitisOptic neuritisIritis and iridocyclitis Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:Allergic corneal marginal ulcersHerpes zoster ophthalmicusAnterior segment inflammationDiffuse posterior uveitis and choroiditisSympathetic ophthalmiaAllergic conjunctivitisKeratitisChorioretinitisOptic neuritisIritis and iridocyclitis Respiratory Diseases Symptomatic sarcoidosisLoeffler's syndrome not manageable by other meansBerylliosisAspiration pneumonitisFulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Symptomatic sarcoidosisLoeffler's syndrome not manageable by other meansBerylliosisAspiration pneumonitisFulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Hematologic Disorders Idiopathic thrombocytopenic purpura in adultsSecondary thrombocytopenia in adultsAcquired (autoimmune) hemolytic anemiaErythroblastopenia (RBC anemia)Congenital (erythroid) hypoplastic anemia Idiopathic thrombocytopenic purpura in adultsSecondary thrombocytopenia in adultsAcquired (autoimmune) hemolytic anemiaErythroblastopenia (RBC anemia)Congenital (erythroid) hypoplastic anemia Neoplastic Diseases For palliative management of:Leukemias and lymphomas in adultsAcute leukemia of childhood For palliative management of:Leukemias and lymphomas in adultsAcute leukemia of childhood Edematous States To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus Gastrointestinal Diseases To tide the patient over a critical period of the disease in:Ulcerative colitisRegional enteritis To tide the patient over a critical period of the disease in:Ulcerative colitisRegional enteritis Miscellaneous Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapyTrichinosis with neurologic or myocardial involvement Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapyTrichinosis with neurologic or myocardial involvement	
